Page;product;experimental;unreleased;season;alternateRecipe;mainRecipe;recipeName;craftedIn;avgPower;inCraftBench;inWorkShop;researchTier;producedIn;craftingTime;craftingClicks;productCount;productsPerMinute;product2;productCount2;productsPerMinute2;product3;productCount3;productsPerMinute3;product4;productCount4;productsPerMinute4;quantity1;ingredient1;quantity2;ingredient2;quantity3;ingredient3;quantity4;ingredient4;quantity5;ingredient5;quantity6;ingredient6;quantity7;ingredient7;quantity8;ingredient8;quantity9;ingredient9;quantity10;ingredient10
Foundations;"Inv. Up Corner 4m (Grip Metal)";;0;;0;1;"Inv. Up Corner 4m (Grip Metal)";"Build Gun";;0;0;"[[AWESOME Shop]] - Inverted Corner Ramp Pack&lt;br/&gt;∧ [[AWESOME Shop]] - Grip Metal Foundation Material";;;;1;0;;;0;;;0;;;0;5;Concrete;2;"Steel Beam";;;;;;;;;;;;;;;;
Foundations;"Inverted Inner Corner Quarter Pipe (Asphalt)";;0;;0;1;"Inverted Inner Corner Quarter Pipe (Asphalt)";"Build Gun";;0;0;"[[AWESOME Shop]] - Quarter Pipes Pack";;;;1;0;;;0;;;0;;;0;7;Concrete;;;;;;;;;;;;;;;;;;
Foundations;"Inverted Inner Corner Quarter Pipe (Coated)";;0;;0;1;"Inverted Inner Corner Quarter Pipe (Coated)";"Build Gun";;0;0;"[[AWESOME Shop]] - Quarter Pipes Pack";;;;1;0;;;0;;;0;;;0;5;Concrete;2;Plastic;;;;;;;;;;;;;;;;
Foundations;"Inverted Inner Corner Quarter Pipe (Concrete)";;0;;0;1;"Inverted Inner Corner Quarter Pipe (Concrete)";"Build Gun";;0;0;"[[AWESOME Shop]] - Quarter Pipes Pack";;;;1;0;;;0;;;0;;;0;7;Concrete;;;;;;;;;;;;;;;;;;
Foundations;"Inverted Inner Corner Quarter Pipe (FICSIT)";;0;;0;1;"Inverted Inner Corner Quarter Pipe (FICSIT)";"Build Gun";;0;0;"[[AWESOME Shop]] - Quarter Pipes Pack";;;;1;0;;;0;;;0;;;0;5;Concrete;2;"Iron Plate";;;;;;;;;;;;;;;;
Foundations;"Inverted Inner Corner Quarter Pipe (Grip Metal)";;0;;0;1;"Inverted Inner Corner Quarter Pipe (Grip Metal)";"Build Gun";;0;0;"[[AWESOME Shop]] - Quarter Pipes Pack";;;;1;0;;;0;;;0;;;0;5;Concrete;2;"Steel Beam";;;;;;;;;;;;;;;;
Foundations;"Inverted Outer Corner Quarter Pipe (Asphalt)";;0;;0;1;"Inverted Outer Corner Quarter Pipe (Asphalt)";"Build Gun";;0;0;"[[AWESOME Shop]] - Quarter Pipes Pack";;;;1;0;;;0;;;0;;;0;7;Concrete;;;;;;;;;;;;;;;;;;
Foundations;"Inverted Outer Corner Quarter Pipe (Coated)";;0;;0;1;"Inverted Outer Corner Quarter Pipe (Coated)";"Build Gun";;0;0;"[[AWESOME Shop]] - Quarter Pipes Pack";;;;1;0;;;0;;;0;;;0;5;Concrete;2;Plastic;;;;;;;;;;;;;;;;
Foundations;"Inverted Outer Corner Quarter Pipe (Concrete)";;0;;0;1;"Inverted Outer Corner Quarter Pipe (Concrete)";"Build Gun";;0;0;"[[AWESOME Shop]] - Quarter Pipes Pack";;;;1;0;;;0;;;0;;;0;7;Concrete;;;;;;;;;;;;;;;;;;
Foundations;"Inverted Outer Corner Quarter Pipe (FICSIT)";;0;;0;1;"Inverted Outer Corner Quarter Pipe (FICSIT)";"Build Gun";;0;0;"[[AWESOME Shop]] - Quarter Pipes Pack";;;;1;0;;;0;;;0;;;0;5;Concrete;2;"Iron Plate";;;;;;;;;;;;;;;;
Foundations;"Inverted Outer Corner Quarter Pipe (Grip Metal)";;0;;0;1;"Inverted Outer Corner Quarter Pipe (Grip Metal)";"Build Gun";;0;0;"[[AWESOME Shop]] - Quarter Pipes Pack";;;;1;0;;;0;;;0;;;0;5;Concrete;2;"Steel Beam";;;;;;;;;;;;;;;;
Foundations;"Inverted Quarter Pipe (Asphalt)";;0;;0;1;"Inverted Quarter Pipe (Asphalt)";"Build Gun";;0;0;"[[AWESOME Shop]] - Quarter Pipes Pack";;;;1;0;;;0;;;0;;;0;7;Concrete;;;;;;;;;;;;;;;;;;
Foundations;"Inverted Quarter Pipe (Coated)";;0;;0;1;"Inverted Quarter Pipe (Coated)";"Build Gun";;0;0;"[[AWESOME Shop]] - Quarter Pipes Pack";;;;1;0;;;0;;;0;;;0;5;Concrete;2;Plastic;;;;;;;;;;;;;;;;
Foundations;"Inverted Quarter Pipe (Concrete)";;0;;0;1;"Inverted Quarter Pipe (Concrete)";"Build Gun";;0;0;"[[AWESOME Shop]] - Quarter Pipes Pack";;;;1;0;;;0;;;0;;;0;7;Concrete;;;;;;;;;;;;;;;;;;
Foundations;"Inverted Quarter Pipe (FICSIT)";;0;;0;1;"Inverted Quarter Pipe (FICSIT)";"Build Gun";;0;0;"[[AWESOME Shop]] - Quarter Pipes Pack";;;;1;0;;;0;;;0;;;0;5;Concrete;2;"Iron Plate";;;;;;;;;;;;;;;;
Foundations;"Inverted Quarter Pipe (Grip Metal)";;0;;0;1;"Inverted Quarter Pipe (Grip Metal)";"Build Gun";;0;0;"[[AWESOME Shop]] - Quarter Pipes Pack";;;;1;0;;;0;;;0;;;0;5;Concrete;2;"Steel Beam";;;;;;;;;;;;;;;;
Foundations;"Outer Corner Extension 1m (Asphalt)";;0;;0;1;"Outer Corner Extension 1m (Asphalt)";"Build Gun";;0;0;"[[AWESOME Shop]] - Quarter Pipes Extensions Pack";;;;1;0;;;0;;;0;;;0;7;Concrete;;;;;;;;;;;;;;;;;;
Foundations;"Outer Corner Extension 1m (Coated)";;0;;0;1;"Outer Corner Extension 1m (Coated)";"Build Gun";;0;0;"[[AWESOME Shop]] - Quarter Pipes Extensions Pack";;;;1;0;;;0;;;0;;;0;5;Concrete;2;Plastic;;;;;;;;;;;;;;;;
Foundations;"Outer Corner Extension 1m (Concrete)";;0;;0;1;"Outer Corner Extension 1m (Concrete)";"Build Gun";;0;0;"[[AWESOME Shop]] - Quarter Pipes Extensions Pack";;;;1;0;;;0;;;0;;;0;7;Concrete;;;;;;;;;;;;;;;;;;
Foundations;"Outer Corner Extension 1m (FICSIT)";;0;;0;1;"Outer Corner Extension 1m (FICSIT)";"Build Gun";;0;0;"[[AWESOME Shop]] - Quarter Pipes Extensions Pack";;;;1;0;;;0;;;0;;;0;5;Concrete;2;"Iron Plate";;;;;;;;;;;;;;;;
Foundations;"Outer Corner Extension 1m (Grip Metal)";;0;;0;1;"Outer Corner Extension 1m (Grip Metal)";"Build Gun";;0;0;"[[AWESOME Shop]] - Quarter Pipes Extensions Pack";;;;1;0;;;0;;;0;;;0;5;Concrete;2;"Steel Beam";;;;;;;;;;;;;;;;
Foundations;"Outer Corner Extension 2m (Asphalt)";;0;;0;1;"Outer Corner Extension 2m (Asphalt)";"Build Gun";;0;0;"[[AWESOME Shop]] - Quarter Pipes Extensions Pack";;;;1;0;;;0;;;0;;;0;7;Concrete;;;;;;;;;;;;;;;;;;
Foundations;"Outer Corner Extension 2m (Coated)";;0;;0;1;"Outer Corner Extension 2m (Coated)";"Build Gun";;0;0;"[[AWESOME Shop]] - Quarter Pipes Extensions Pack";;;;1;0;;;0;;;0;;;0;5;Concrete;2;Plastic;;;;;;;;;;;;;;;;
Foundations;"Outer Corner Extension 2m (Concrete)";;0;;0;1;"Outer Corner Extension 2m (Concrete)";"Build Gun";;0;0;"[[AWESOME Shop]] - Quarter Pipes Extensions Pack";;;;1;0;;;0;;;0;;;0;7;Concrete;;;;;;;;;;;;;;;;;;
Foundations;"Outer Corner Extension 2m (FICSIT)";;0;;0;1;"Outer Corner Extension 2m (FICSIT)";"Build Gun";;0;0;"[[AWESOME Shop]] - Quarter Pipes Extensions Pack";;;;1;0;;;0;;;0;;;0;5;Concrete;2;"Iron Plate";;;;;;;;;;;;;;;;
Foundations;"Outer Corner Extension 2m (Grip Metal)";;0;;0;1;"Outer Corner Extension 2m (Grip Metal)";"Build Gun";;0;0;"[[AWESOME Shop]] - Quarter Pipes Extensions Pack";;;;1;0;;;0;;;0;;;0;5;Concrete;2;"Steel Beam";;;;;;;;;;;;;;;;
Foundations;"Outer Corner Extension 4m (Asphalt)";;0;;0;1;"Outer Corner Extension 4m (Asphalt)";"Build Gun";;0;0;"[[AWESOME Shop]] - Quarter Pipes Extensions Pack";;;;1;0;;;0;;;0;;;0;7;Concrete;;;;;;;;;;;;;;;;;;
Foundations;"Outer Corner Extension 4m (Coated)";;0;;0;1;"Outer Corner Extension 4m (Coated)";"Build Gun";;0;0;"[[AWESOME Shop]] - Quarter Pipes Extensions Pack";;;;1;0;;;0;;;0;;;0;5;Concrete;2;Plastic;;;;;;;;;;;;;;;;
Foundations;"Outer Corner Extension 4m (Concrete)";;0;;0;1;"Outer Corner Extension 4m (Concrete)";"Build Gun";;0;0;"[[AWESOME Shop]] - Quarter Pipes Extensions Pack";;;;1;0;;;0;;;0;;;0;7;Concrete;;;;;;;;;;;;;;;;;;
Foundations;"Outer Corner Extension 4m (FICSIT)";;0;;0;1;"Outer Corner Extension 4m (FICSIT)";"Build Gun";;0;0;"[[AWESOME Shop]] - Quarter Pipes Extensions Pack";;;;1;0;;;0;;;0;;;0;5;Concrete;2;"Iron Plate";;;;;;;;;;;;;;;;
Foundations;"Outer Corner Extension 4m (Grip Metal)";;0;;0;1;"Outer Corner Extension 4m (Grip Metal)";"Build Gun";;0;0;"[[AWESOME Shop]] - Quarter Pipes Extensions Pack";;;;1;0;;;0;;;0;;;0;5;Concrete;2;"Steel Beam";;;;;;;;;;;;;;;;
Foundations;"Outer Corner Quarter Pipe (Asphalt)";;0;;0;1;"Outer Corner Quarter Pipe (Asphalt)";"Build Gun";;0;0;"[[AWESOME Shop]] - Quarter Pipes Pack";;;;1;0;;;0;;;0;;;0;7;Concrete;;;;;;;;;;;;;;;;;;
Foundations;"Outer Corner Quarter Pipe (Coated)";;0;;0;1;"Outer Corner Quarter Pipe (Coated)";"Build Gun";;0;0;"[[AWESOME Shop]] - Quarter Pipes Pack";;;;1;0;;;0;;;0;;;0;5;Concrete;2;Plastic;;;;;;;;;;;;;;;;
Foundations;"Outer Corner Quarter Pipe (Concrete)";;0;;0;1;"Outer Corner Quarter Pipe (Concrete)";"Build Gun";;0;0;"[[AWESOME Shop]] - Quarter Pipes Pack";;;;1;0;;;0;;;0;;;0;7;Concrete;;;;;;;;;;;;;;;;;;
Foundations;"Outer Corner Quarter Pipe (FICSIT)";;0;;0;1;"Outer Corner Quarter Pipe (FICSIT)";"Build Gun";;0;0;"[[AWESOME Shop]] - Quarter Pipes Pack";;;;1;0;;;0;;;0;;;0;5;Concrete;2;"Iron Plate";;;;;;;;;;;;;;;;
Foundations;"Outer Corner Quarter Pipe (Grip Metal)";;0;;0;1;"Outer Corner Quarter Pipe (Grip Metal)";"Build Gun";;0;0;"[[AWESOME Shop]] - Quarter Pipes Pack";;;;1;0;;;0;;;0;;;0;5;Concrete;2;"Steel Beam";;;;;;;;;;;;;;;;
Foundations;"Quarter Pipe (Asphalt)";;0;;0;1;"Quarter Pipe (Asphalt)";"Build Gun";;0;0;"[[AWESOME Shop]] - Quarter Pipes Pack";;;;1;0;;;0;;;0;;;0;7;Concrete;;;;;;;;;;;;;;;;;;
Foundations;"Quarter Pipe (Coated)";;0;;0;1;"Quarter Pipe (Coated)";"Build Gun";;0;0;"[[AWESOME Shop]] - Quarter Pipes Pack";;;;1;0;;;0;;;0;;;0;5;Concrete;2;Plastic;;;;;;;;;;;;;;;;
Foundations;"Quarter Pipe (Concrete)";;0;;0;1;"Quarter Pipe (Concrete)";"Build Gun";;0;0;"[[AWESOME Shop]] - Quarter Pipes Pack";;;;1;0;;;0;;;0;;;0;7;Concrete;;;;;;;;;;;;;;;;;;
Foundations;"Quarter Pipe (FICSIT)";;0;;0;1;"Quarter Pipe (FICSIT)";"Build Gun";;0;0;"[[AWESOME Shop]] - Quarter Pipes Pack";;;;1;0;;;0;;;0;;;0;5;Concrete;2;"Iron Plate";;;;;;;;;;;;;;;;
Foundations;"Quarter Pipe (Grip Metal)";;0;;0;1;"Quarter Pipe (Grip Metal)";"Build Gun";;0;0;"[[AWESOME Shop]] - Quarter Pipes Pack";;;;1;0;;;0;;;0;;;0;5;Concrete;2;"Steel Beam";;;;;;;;;;;;;;;;
Foundations;"Ramp 1m (Asphalt)";;0;;0;1;"Ramp 1m (Asphalt)";"Build Gun";;0;0;"[[Tier 1]] - Base Building&lt;br/&gt;∧ [[AWESOME Shop]] - Asphalt Foundation Material";;;;1;0;;;0;;;0;;;0;7;Concrete;;;;;;;;;;;;;;;;;;
Foundations;"Ramp 1m (Coated)";;0;;0;1;"Ramp 1m (Coated)";"Build Gun";;0;0;"[[Tier 1]] - Base Building&lt;br/&gt;∧ [[AWESOME Shop]] - Coated Concrete Foundation Material";;;;1;0;;;0;;;0;;;0;5;Concrete;2;Plastic;;;;;;;;;;;;;;;;
Foundations;"Ramp 1m (Concrete)";;0;;0;1;"Ramp 1m (Concrete)";"Build Gun";;0;0;"[[Tier 1]] - Base Building&lt;br/&gt;∧ [[AWESOME Shop]] - Concrete Foundation Material";;;;1;0;;;0;;;0;;;0;7;Concrete;;;;;;;;;;;;;;;;;;
Foundations;"Ramp 1m (FICSIT)";;0;;0;1;"Ramp 1m (FICSIT)";"Build Gun";;0;0;"[[Tier 1]] - Base Building";;;;1;0;;;0;;;0;;;0;5;Concrete;2;"Iron Plate";;;;;;;;;;;;;;;;
Foundations;"Ramp 1m (Grip Metal)";;0;;0;1;"Ramp 1m (Grip Metal)";"Build Gun";;0;0;"[[Tier 1]] - Base Building&lt;br/&gt;∧ [[AWESOME Shop]] - Grip Metal Foundation Material";;;;1;0;;;0;;;0;;;0;5;Concrete;2;"Steel Beam";;;;;;;;;;;;;;;;
Foundations;"Ramp 2m (Asphalt)";;0;;0;1;"Ramp 2m (Asphalt)";"Build Gun";;0;0;"[[Tier 1]] - Base Building&lt;br/&gt;∧ [[AWESOME Shop]] - Asphalt Foundation Material";;;;1;0;;;0;;;0;;;0;7;Concrete;;;;;;;;;;;;;;;;;;
Foundations;"Ramp 2m (Coated)";;0;;0;1;"Ramp 2m (Coated)";"Build Gun";;0;0;"[[Tier 1]] - Base Building&lt;br/&gt;∧ [[AWESOME Shop]] - Coated Concrete Foundation Material";;;;1;0;;;0;;;0;;;0;5;Concrete;2;Plastic;;;;;;;;;;;;;;;;
Foundations;"Ramp 2m (Concrete)";;0;;0;1;"Ramp 2m (Concrete)";"Build Gun";;0;0;"[[Tier 1]] - Base Building&lt;br/&gt;∧ [[AWESOME Shop]] - Concrete Foundation Material";;;;1;0;;;0;;;0;;;0;7;Concrete;;;;;;;;;;;;;;;;;;
Foundations;"Ramp 2m (FICSIT)";;0;;0;1;"Ramp 2m (FICSIT)";"Build Gun";;0;0;"[[Tier 1]] - Base Building";;;;1;0;;;0;;;0;;;0;5;Concrete;2;"Iron Plate";;;;;;;;;;;;;;;;
Foundations;"Ramp 2m (Grip Metal)";;0;;0;1;"Ramp 2m (Grip Metal)";"Build Gun";;0;0;"[[Tier 1]] - Base Building&lt;br/&gt;∧ [[AWESOME Shop]] - Grip Metal Foundation Material";;;;1;0;;;0;;;0;;;0;5;Concrete;2;"Steel Beam";;;;;;;;;;;;;;;;
Foundations;"Ramp 4m (Asphalt)";;0;;0;1;"Ramp 4m (Asphalt)";"Build Gun";;0;0;"[[Tier 1]] - Base Building&lt;br/&gt;∧ [[AWESOME Shop]] - Asphalt Foundation Material";;;;1;0;;;0;;;0;;;0;7;Concrete;;;;;;;;;;;;;;;;;;
Foundations;"Ramp 4m (Coated)";;0;;0;1;"Ramp 4m (Coated)";"Build Gun";;0;0;"[[Tier 1]] - Base Building&lt;br/&gt;∧ [[AWESOME Shop]] - Coated Concrete Foundation Material";;;;1;0;;;0;;;0;;;0;5;Concrete;2;Plastic;;;;;;;;;;;;;;;;
Foundations;"Ramp 4m (Concrete)";;0;;0;1;"Ramp 4m (Concrete)";"Build Gun";;0;0;"[[Tier 1]] - Base Building&lt;br/&gt;∧ [[AWESOME Shop]] - Concrete Foundation Material";;;;1;0;;;0;;;0;;;0;7;Concrete;;;;;;;;;;;;;;;;;;
Foundations;"Ramp 4m (FICSIT)";;0;;0;1;"Ramp 4m (FICSIT)";"Build Gun";;0;0;"[[Tier 1]] - Base Building";;;;1;0;;;0;;;0;;;0;5;Concrete;2;"Iron Plate";;;;;;;;;;;;;;;;
Foundations;"Ramp 4m (Grip Metal)";;0;;0;1;"Ramp 4m (Grip Metal)";"Build Gun";;0;0;"[[Tier 1]] - Base Building&lt;br/&gt;∧ [[AWESOME Shop]] - Grip Metal Foundation Material";;;;1;0;;;0;;;0;;;0;5;Concrete;2;"Steel Beam";;;;;;;;;;;;;;;;
Foundations;"Stairs Left";0;0;;0;1;"Stairs Left";"Build Gun";;0;0;"[[AWESOME Shop]] - Stairs";;;;1;0;;;0;;;0;;;0;6;Concrete;;;;;;;;;;;;;;;;;;
Foundations;"Stairs Right";0;0;;0;1;"Stairs Right";"Build Gun";;0;0;"[[AWESOME Shop]] - Stairs";;;;1;0;;;0;;;0;;;0;6;Concrete;;;;;;;;;;;;;;;;;;
Foundations;"Up Corner Ramp 1m (Asphalt)";;0;;0;1;"Up Corner Ramp 1m (Asphalt)";"Build Gun";;0;0;"[[AWESOME Shop]] - Corner Ramp Pack&lt;br/&gt;∧ [[AWESOME Shop]] - Asphalt Foundation Material";;;;1;0;;;0;;;0;;;0;7;Concrete;;;;;;;;;;;;;;;;;;
Foundations;"Up Corner Ramp 1m (Coated)";;0;;0;1;"Up Corner Ramp 1m (Coated)";"Build Gun";;0;0;"[[AWESOME Shop]] - Corner Ramp Pack&lt;br/&gt;∧ [[AWESOME Shop]] - Coated Concrete Foundation Material";;;;1;0;;;0;;;0;;;0;5;Concrete;2;Plastic;;;;;;;;;;;;;;;;
Foundations;"Up Corner Ramp 1m (Concrete)";;0;;0;1;"Up Corner Ramp 1m (Concrete)";"Build Gun";;0;0;"[[AWESOME Shop]] - Corner Ramp Pack&lt;br/&gt;∧ [[AWESOME Shop]] - Concrete Foundation Material";;;;1;0;;;0;;;0;;;0;7;Concrete;;;;;;;;;;;;;;;;;;
Foundations;"Up Corner Ramp 1m (FICSIT)";;0;;0;1;"Up Corner Ramp 1m (FICSIT)";"Build Gun";;0;0;"[[AWESOME Shop]] - Corner Ramp Pack";;;;1;0;;;0;;;0;;;0;5;Concrete;2;"Iron Plate";;;;;;;;;;;;;;;;
Foundations;"Up Corner Ramp 1m (Grip Metal)";;0;;0;1;"Up Corner Ramp 1m (Grip Metal)";"Build Gun";;0;0;"[[AWESOME Shop]] - Corner Ramp Pack&lt;br/&gt;∧ [[AWESOME Shop]] - Grip Metal Foundation Material";;;;1;0;;;0;;;0;;;0;5;Concrete;2;"Steel Beam";;;;;;;;;;;;;;;;
Foundations;"Up Corner Ramp 2m (Asphalt)";;0;;0;1;"Up Corner Ramp 2m (Asphalt)";"Build Gun";;0;0;"[[AWESOME Shop]] - Corner Ramp Pack&lt;br/&gt;∧ [[AWESOME Shop]] - Asphalt Foundation Material";;;;1;0;;;0;;;0;;;0;7;Concrete;;;;;;;;;;;;;;;;;;
Foundations;"Up Corner Ramp 2m (Coated)";;0;;0;1;"Up Corner Ramp 2m (Coated)";"Build Gun";;0;0;"[[AWESOME Shop]] - Corner Ramp Pack&lt;br/&gt;∧ [[AWESOME Shop]] - Coated Concrete Foundation Material";;;;1;0;;;0;;;0;;;0;5;Concrete;2;Plastic;;;;;;;;;;;;;;;;
Foundations;"Up Corner Ramp 2m (Concrete)";;0;;0;1;"Up Corner Ramp 2m (Concrete)";"Build Gun";;0;0;"[[AWESOME Shop]] - Corner Ramp Pack&lt;br/&gt;∧ [[AWESOME Shop]] - Concrete Foundation Material";;;;1;0;;;0;;;0;;;0;7;Concrete;;;;;;;;;;;;;;;;;;
Foundations;"Up Corner Ramp 2m (FICSIT)";;0;;0;1;"Up Corner Ramp 2m (FICSIT)";"Build Gun";;0;0;"[[AWESOME Shop]] - Corner Ramp Pack";;;;1;0;;;0;;;0;;;0;5;Concrete;2;"Iron Plate";;;;;;;;;;;;;;;;
Foundations;"Up Corner Ramp 2m (Grip Metal)";;0;;0;1;"Up Corner Ramp 2m (Grip Metal)";"Build Gun";;0;0;"[[AWESOME Shop]] - Corner Ramp Pack&lt;br/&gt;∧ [[AWESOME Shop]] - Grip Metal Foundation Material";;;;1;0;;;0;;;0;;;0;5;Concrete;2;"Steel Beam";;;;;;;;;;;;;;;;
Foundations;"Up Corner Ramp 4m (Asphalt)";;0;;0;1;"Up Corner Ramp 4m (Asphalt)";"Build Gun";;0;0;"[[AWESOME Shop]] - Corner Ramp Pack&lt;br/&gt;∧ [[AWESOME Shop]] - Asphalt Foundation Material";;;;1;0;;;0;;;0;;;0;7;Concrete;;;;;;;;;;;;;;;;;;
Foundations;"Up Corner Ramp 4m (Coated)";;0;;0;1;"Up Corner Ramp 4m (Coated)";"Build Gun";;0;0;"[[AWESOME Shop]] - Corner Ramp Pack&lt;br/&gt;∧ [[AWESOME Shop]] - Coated Concrete Foundation Material";;;;1;0;;;0;;;0;;;0;5;Concrete;2;Plastic;;;;;;;;;;;;;;;;
Foundations;"Up Corner Ramp 4m (Concrete)";;0;;0;1;"Up Corner Ramp 4m (Concrete)";"Build Gun";;0;0;"[[AWESOME Shop]] - Corner Ramp Pack&lt;br/&gt;∧ [[AWESOME Shop]] - Concrete Foundation Material";;;;1;0;;;0;;;0;;;0;7;Concrete;;;;;;;;;;;;;;;;;;
Foundations;"Up Corner Ramp 4m (FICSIT)";;0;;0;1;"Up Corner Ramp 4m (FICSIT)";"Build Gun";;0;0;"[[AWESOME Shop]] - Corner Ramp Pack";;;;1;0;;;0;;;0;;;0;5;Concrete;2;"Iron Plate";;;;;;;;;;;;;;;;
Foundations;"Up Corner Ramp 4m (Grip Metal)";;0;;0;1;"Up Corner Ramp 4m (Grip Metal)";"Build Gun";;0;0;"[[AWESOME Shop]] - Corner Ramp Pack&lt;br/&gt;∧ [[AWESOME Shop]] - Grip Metal Foundation Material";;;;1;0;;;0;;;0;;;0;5;Concrete;2;"Steel Beam";;;;;;;;;;;;;;;;
Foundry;Foundry;0;0;;0;1;Foundry;"Build Gun";;;;"[[Tier 3]] - Basic Steel Production";;;;1;;;;;;;;;;;10;"Modular Frame";10;Rotor;20;Concrete;;;;;;;;;;;;;;
"Freight Car";"Freight Car";0;0;;0;1;"Freight Car";"Build Gun";;;;"[[Tier 6]] - Monorail Train Technology";;;;1;;;;;;;;;;;4;"Heavy Modular Frame";10;"Steel Pipe";;;;;;;;;;;;;;;;
"Freight Platform";"Fluid Freight Platform";0;0;;0;1;"Fluid Freight Platform";"Build Gun";;;;"[[Tier 6]] - Monorail Train Technology";;;;1;;;;;;;;;;;6;"Heavy Modular Frame";2;Computer;50;Concrete;25;Cable;5;Motor;;;;;;;;;;
"Freight Platform";"Freight Platform";0;0;;0;1;"Freight Platform";"Build Gun";;;;"[[Tier 6]] - Monorail Train Technology";;;;1;;;;;;;;;;;6;"Heavy Modular Frame";2;Computer;50;Concrete;25;Cable;5;Motor;;;;;;;;;;
Fuel;Fuel;0;0;;0;0;Fuel;Refinery;;0;0;"[[Tier 5]] - Oil Processing";;6;;4;40;"Polymer Resin";3;30;;;0;;;0;6;"Crude Oil";;;;;;;;;;;;;;;;;;
Fuel;Fuel;0;0;;0;0;"Residual Fuel";Refinery;;0;0;"[[Tier 5]] - Oil Processing";;6;;4;40;;;0;;;0;;;0;6;"Heavy Oil Residue";;;;;;;;;;;;;;;;;;
Fuel;Fuel;0;0;;0;0;"Unpackage Fuel";Packager;;0;0;"[[Tier 5]] - Alternative Fluid Transport";;2;;2;60;"Empty Canister";2;60;;;0;;;0;2;"Packaged Fuel";;;;;;;;;;;;;;;;;;
Fuel;Fuel;0;0;;1;0;"Diluted Fuel";Blender;;0;0;"[[Tier 7]] - Bauxite Refinement";;6;;10;100;;;0;;;0;;;0;5;"Heavy Oil Residue";10;Water;;;;;;;;;;;;;;;;
"Fuel Generator";"Fuel Generator";0;0;;0;1;"Fuel Generator";"Build Gun";;;;"[[Tier 6]] - Expanded Power Infrastructure";;;;1;;;;;;;;;;;5;Computer;10;"Heavy Modular Frame";15;Motor;50;Rubber;50;Quickwire;;;;;;;;;;
"Fused Modular Frame";"Fused Modular Frame";0;0;;0;0;"Fused Modular Frame";Blender;;0;0;"[[Tier 8]] - Advanced Aluminum Production";;40;;1;1.5;;;0;;;0;;;0;1;"Heavy Modular Frame";50;"Aluminum Casing";25;"Nitrogen Gas";;;;;;;;;;;;;;
"Fused Modular Frame";"Fused Modular Frame";0;0;;1;0;"Heat-Fused Frame";Blender;;0;0;"[[Tier 8]] - Particle Enrichment";;20;;1;3;;;0;;;0;;;0;1;"Heavy Modular Frame";50;"Aluminum Ingot";8;"Nitric Acid";10;Fuel;;;;;;;;;;;;
"Gas Mask";"Gas Filter";0;0;;0;0;"Gas Filter";Manufacturer;;1;1;"[[Tier 5]] - Gas Mask";;8;2;1;7.5;;;0;;;0;;;0;5;Coal;2;Rubber;2;Fabric;;;;;;;;;;;;;;
"Gas Mask";"Gas Mask";0;0;;0;0;"Gas Mask";"Equipment Workshop";;0;1;"[[Tier 5]] - Gas Mask";;;20;1;0;;;0;;;0;;;0;100;Rubber;100;Plastic;100;Fabric;;;;;;;;;;;;;;
"Geothermal Generator";"Geothermal Generator";0;0;;0;1;"Geothermal Generator";"Build Gun";;;;"[[Caterium Research]] - Geothermal Generator";;;;1;;;;;;;;;;;8;Supercomputer;16;"Heavy Modular Frame";16;"High-Speed Connector";40;"Copper Sheet";80;Rubber;;;;;;;;;;
"Hazmat Suit";"Hazmat Suit";0;0;;0;0;"Hazmat Suit";"Equipment Workshop";;0;1;"[[Tier 7]] - Hazmat Suit";;;30;1;0;;;0;;;0;;;0;50;Rubber;50;Plastic;50;"Alclad Aluminum Sheet";50;Fabric;;;;;;;;;;;;
"Hazmat Suit";"Iodine Infused Filter";0;0;;0;0;"Iodine Infused Filter";Manufacturer;;1;1;"[[Tier 7]] - Hazmat Suit";;16;4;1;3.8;;;0;;;0;;;0;1;"Gas Filter";8;Quickwire;1;"Aluminum Casing";;;;;;;;;;;;;;
"Heat Sink";"Heat Sink";0;0;;0;0;"Heat Sink";Assembler;;1;0;"[[Tier 8]] - Advanced Aluminum Production";;8;;1;7.5;;;0;;;0;;;0;5;"Alclad Aluminum Sheet";3;"Copper Sheet";;;;;;;;;;;;;;;;
"Heat Sink";"Heat Sink";0;0;;1;0;"Heat Exchanger";Assembler;;0;0;"[[Tier 8]] - Advanced Aluminum Production";;6;;1;10;;;0;;;0;;;0;3;"Aluminum Casing";3;Rubber;;;;;;;;;;;;;;;;
"Heavy Modular Frame";"Heavy Modular Frame";0;0;;0;0;"Heavy Modular Frame";Manufacturer;;1;0;"[[Tier 4]] - Advanced Steel Production";;30;9;1;2;;;0;;;0;;;0;5;"Modular Frame";15;"Steel Pipe";5;"Encased Industrial Beam";100;Screw;;;;;;;;;;;;
"Heavy Modular Frame";"Heavy Modular Frame";0;0;;1;0;"Heavy Flexible Frame";Manufacturer;;0;0;"[[Tier 5]] - Industrial Manufacturing";;16;;1;3.8;;;0;;;0;;;0;5;"Modular Frame";3;"Encased Industrial Beam";20;Rubber;104;Screw;;;;;;;;;;;;
"Heavy Modular Frame";"Heavy Modular Frame";0;0;;1;0;"Heavy Encased Frame";Manufacturer;;0;0;"[[Tier 5]] - Industrial Manufacturing";;64;;3;2.8;;;0;;;0;;;0;8;"Modular Frame";10;"Encased Industrial Beam";36;"Steel Pipe";22;Concrete;;;;;;;;;;;;
